Date,Revenue,Demand (No. of Handsets),Sales (No. of Handsets),SMS,Newspaper ads,Radio,TV,PPC,Offline,Contests,Coupons,Internet,Email,Facebook Post,Facebook ads,Sponsorship,Newsletter article,Direct mail,Is_Holiday,Temperature,SMS_ROI,Newspaper ads_ROI,Radio_ROI,TV_ROI,PPC_ROI,Offline_ROI,Contests_ROI,Coupons_ROI,Internet_ROI,Email_ROI,Facebook Post_ROI,Facebook ads_ROI,Sponsorship_ROI,Newsletter article_ROI,Direct mail_ROI,Total_Marketing_Spend
2010-01-01,1533299.16,4384,4240,77.4819,14.104193,112.337,1479.4565,95.333,11.8398,10.3024,9.702,722.571,91.0,276.3636,756.5909,181.36364,72.7727,13.0455,0,21.165561867580813,0.02088131115379984,0.0039128496411318875,0.04670080561733858,0.7078744162132575,0.04679828047384066,0.004120370964658704,0.002718983020954122,0.0041567543095098825,0.16138948839655878,0.031215050971130736,0.0730911177339482,0.2862949726266329,0.03977338108540973,0.014601579302795396,0.006240936180081693,3924.2641330000006
2010-01-02,1681816.96,4366,4266,73.4783,13.298758,105.7133,1369.8913,114.957,27.8039,5.5246,10.647,717.857,111.9091,291.3182,860.1364,208.62727,376.8636,32.9545,0,20.067687513885087,0.017984259265741997,0.003350672278446996,0.03991233470425145,0.5952728508132052,0.05125048854015358,0.008787667612749444,0.0013241734590522958,0.004142822167921208,0.1456158364020146,0.034862940212972336,0.06997249050020254,0.2955941856720852,0.04155174957720502,0.0686738645489462,0.014317912072790106,4320.980227999999
2010-01-03,1353028.79,4006,4206,80.6093,13.200691,108.7702,1428.0645,113.09,0.0,6.6232,7.5329,653.333,94.6364,282.7273,751.9545,181.20455,51.7727,6.5909,0,21.811573748433922,0.022552590268234095,0.003801853341355783,0.04694239622313838,0.7093419041762189,0.057632122875342376,0.0,0.001814636885581328,0.003350495697447562,0.15148969441003454,0.033700368079685135,0.0776256562513801,0.29539146861374577,0.041253914417896234,0.010784150363852617,0.003273312822382576,3780.110141
2010-01-04,1488860.84,4076,4176,65.9319,12.721429,93.3065,1309.3548,72.442,0.0,10.1606,4.7773,622.095,98.5909,306.3182,749.4545,194.32727,73.5,7.2273,0,23.734083980839248,0.019260955933470318,0.003825652857212119,0.04204730771260811,0.679103711851616,0.038547996542568096,0.0,0.002906780149572582,0.002218708991207446,0.15061775555901358,0.03665930529086577,0.08781754798969688,0.3074132790371979,0.04619561792726426,0.015986133139060135,0.0037479159083723275,3620.207699
2010-01-05,1633299.16,4834,5234,77.4819,14.104193,112.337,1479.4565,95.333,11.8398,10.3024,9.702,722.571,91.0,276.3636,756.5909,181.36364,72.7727,13.0455,0,20.391341237927794,0.02088131115379984,0.0039128496411318875,0.04670080561733858,0.7078744162132575,0.04679828047384066,0.004120370964658704,0.002718983020954122,0.0041567543095098825,0.16138948839655878,0.031215050971130736,0.0730911177339482,0.2862949726266329,0.03977338108540973,0.014601579302795396,0.006240936180081693,3924.2641330000006
2010-01-06,1981816.96,4636,4446,73.4783,13.298758,105.7133,1369.8913,114.957,27.8039,5.5246,10.647,717.857,111.9091,291.3182,860.1364,208.62727,376.8636,32.9545,0,20.562743060575986,0.017984259265741997,0.003350672278446996,0.03991233470425145,0.5952728508132052,0.05125048854015358,0.008787667612749444,0.0013241734590522958,0.004142822167921208,0.1456158364020146,0.034862940212972336,0.06997249050020254,0.2955941856720852,0.04155174957720502,0.0686738645489462,0.014317912072790106,4320.980227999999
2010-01-07,1453028.79,4166,4346,80.6093,13.200691,108.7702,1428.0645,113.09,0.0,6.6232,7.5329,653.333,94.6364,282.7273,751.9545,181.20455,51.7727,6.5909,0,24.36050608000831,0.022552590268234095,0.003801853341355783,0.04694239622313838,0.7093419041762189,0.057632122875342376,0.0,0.001814636885581328,0.003350495697447562,0.15148969441003454,0.033700368079685135,0.0776256562513801,0.29539146861374577,0.041253914417896234,0.010784150363852617,0.003273312822382576,3780.110141
2010-01-08,1518860.84,4186,4216,65.9319,12.721429,93.3065,1309.3548,72.442,0.0,10.1606,4.7773,622.095,98.5909,306.3182,749.4545,194.32727,73.5,7.2273,0,22.907657179438466,0.019260955933470318,0.003825652857212119,0.04204730771260811,0.679103711851616,0.038547996542568096,0.0,0.002906780149572582,0.002218708991207446,0.15061775555901358,0.03665930529086577,0.08781754798969688,0.3074132790371979,0.04619561792726426,0.015986133139060135,0.0037479159083723275,3620.207699
2010-01-09,1517172.34,4405,4505,89.7283,13.792314,117.6359,1417.0109,87.649,0.0,9.1476,6.8735,624.238,105.0455,306.4545,754.2727,193.13182,40.5455,6.8636,0,20.604139434772907,0.02515525293129902,0.00398037325184417,0.05087251119921965,0.7052919922330662,0.04475848184577312,0.0,0.002511406416119191,0.003063463908937099,0.145039624172382,0.03748364831170329,0.08431241142103803,0.2969085769040676,0.044059327777640836,0.008462832581135586,0.0034157236263946604,3772.3891340000005
2010-01-10,1546474.19,5561,5661,68.8095,12.581633,91.6071,1334.3407,38.235,0.0,9.8336,6.4465,611.714,108.0,305.9545,776.6364,198.85909,79.5909,6.2273,0,22.798051528986704,0.019943885193300457,0.0037539267216591256,0.04095760432266655,0.6866329014052628,0.020186061449381586,0.0,0.0027911584203065883,0.002970441014771447,0.1469423557192559,0.03984283858909441,0.08702508730272429,0.3160634019552511,0.04690202522758942,0.0171750740912958,0.003204001134111994,3648.836223
